name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
heroes  of might & magic  iii  hd edition,10,False,"The most popular Heroes® title of all time is back in HD! Fifteen years later, rediscover the epic tale of Queen Catherine Ironfist, as she re-embarks on her critically acclaimed quest to unite her ravaged homeland and re-conquer the kingdom of Erathia.","English, French, German, Italian, Spanish - Spain, Polish, Russian, Czech, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/297000/header.jpg?t=1680007453,http://mmh3-hd.com/,5,Multiplayer,RPG,Strategy,,,,,
heroes & generals,10,False,"Shoot, blow sh!t up, fly or bark orders in the ultimate Free-to-Play, large scale, multiplayer, shooter experience. Thousands of players in multiple battles fighting one massive war of nations. The first to capture 15 cities takes the glory.","English, French, German, Spanish - Spain, Czech, Polish, Russian, Turkish, Portuguese - Brazil, Simplified Chinese, Korean, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/227940/header.jpg?t=1685049235,https://www.heroesandgenerals.com/,6,Multiplayer,Action,Free to Play,Indie,Massively Multiplayer,Strategy,,
high octane drift,15,True,"Enter the world of professional competitive drift and win online series amongst hundreds of other players to become the living legend. Buy, tune, trade, unite and conquer the drift scene.","English, Russian",https://cdn.akamai.steamstatic.com/steam/apps/457330/header.jpg?t=1572507383,http://cruderocks.com,8,Multiplayer,Free to Play,Racing,Simulation,Sports,Early Access,,
hitman ,10,False,"There is a world beyond ours. Beyond nations, justice, ethics. It never sleeps. It exists everywhere. And once you enter....there is no going back. Welcome to the World of Assassination. You are Agent 47, the world's ultimate assassin.","English, French, German, Italian, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Simplified Chinese, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/236870/header.jpg?t=1674758373,http://www.hitman.com/,8,Singleplayer,Action,,,,,,
hitman  2,15,False,"Travel the globe and track your targets across exotic sandbox locations in HITMAN™ 2. From sun-drenched streets to dark and dangerous rainforests, nowhere is safe from the world’s most creative assassin, Agent 47 in the ultimate spy thriller story.","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/863550/header.jpg?t=1674755762,http://www.hitman.com/,8,Multiplayer,Action,,,,,,
hitman 2 silent assassin,15,False,"Enter the realm of a retired assassin, forced back into action by treason. You may be a hired killer but you still have a sense of loyalty and justice. Visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor. And a past that catches up with you.",English,https://cdn.akamai.steamstatic.com/steam/apps/6850/header.jpg?t=1667311130,http://www.hitman.com,8,Singleplayer,Action,,,,,,
hitman 3,15,False,"Enter the world of the ultimate assassin. HITMAN World of Assassination brings together the best of HITMAN, HITMAN 2 and HITMAN 3 including the main campaign, contract mode, escalations, elusive target arcades and the roguelike inspired game mode HITMAN: Freelancer.","English, French, German, Italian, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1659040/header.jpg?t=1679476219,https://hitman.com/,8,Singleplayer,Action,Adventure,,,,,
hitman absolution ,15,False,"The original assassin is back! Betrayed by the Agency and hunted by the police, Agent 47 finds himself pursuing redemption in a corrupt and twisted world.","English, French, German, Italian, Spanish - Spain, Polish, Russian, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/203140/header.jpg?t=1667311063,http://hitman.com/,7,Singleplayer,Action,,,,,,
hitman blood money,15,False,"Money Talks. Silence Pays. Prepare to Make a Killing. When assassins from Agent 47's contract agency, The ICA, are eliminated in a series of hits, it seems a larger, more powerful agency has entered the fray. Sensing he may be a target, 47 travels to America, and prepares to make a killing.",English,https://cdn.akamai.steamstatic.com/steam/apps/6860/header.jpg?t=1667311083,http://www.hitman.com/,8,Singleplayer,Action,,,,,,
hitman codename 47,10,False,"As the enigmatic Hitman, you must use stealth and tactical problem solving to enter, execute and exit your assignment with minimum attention and maximum effectiveness. For a price, you have access to the most devious devices, but how you use them will determine if you retire as a millionaire or get permanently retired.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/6900/header.jpg?t=1599829728,http://www.hitman.com,6,Singleplayer,Action,,,,,,
hogwarts legacy,18,False,"Hogwarts Legacy is an immersive, open-world action RPG. Now you can take control of the action and be at the center of your own adventure in the wizarding world.","English, French, German, Italian, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/990080/header.jpg?t=1680647016,https://www.hogwartslegacy.com/,8,Singleplayer,Action,Adventure,RPG,,,,
hollow knight,18,False,"Forge your own path in Hollow Knight! An epic action adventure through a vast ruined kingdom of insects and heroes. Explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2D style.","English, French, German, Spanish - Spain, Korean, Simplified Chinese, Italian, Portuguese - Brazil, Russian, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/367520/header.jpg?t=1667006028,http://hollowknight.com,8,Singleplayer,Action,Adventure,Indie,,,,
homefront,18,False,"The Rock Map Pack is Now Available! Join the Resistance, stand united and fight for freedom against an overwhelming military force.","English, French, German, Italian, Spanish - Spain, Dutch",https://cdn.akamai.steamstatic.com/steam/apps/55100/header.jpg?t=1569507505,,6,Multiplayer,Action,,,,,,
horizon zero dawn  complete edition,16,False,Experience Aloy’s legendary quest to unravel the mysteries of a future Earth ruled by Machines. Use devastating tactical attacks against your prey and explore a majestic open world in this award-winning action RPG!,"English, French, German, Italian, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1151640/header.jpg?t=1667297464,,6,Singleplayer,Action,Adventure,RPG,,,,
"hot dogs, horseshoes & hand grenades",15,False,"Do you like hot dogs? How about horseshoes? Hand grenades? (everyone likes hand grenades) Anyway, we've got all that, and guns. SO MANY GUNS. So if you like ordnance, meat, and far too many groan-worthy puns, this is the VR sandbox game for you.",English,https://cdn.akamai.steamstatic.com/steam/apps/450540/header.jpg?t=1670463704,http://hotdogshorseshoesandhandgrenades.com,9,Singleplayer,Action,Simulation,Early Access,,,,
hotline miami,10,False,"Hotline Miami is a high-octane action game overflowing with raw brutality, hard-boiled gunplay and skull crushing close combat.","English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Polish",https://cdn.akamai.steamstatic.com/steam/apps/219150/header.jpg?t=1686261983,https://www.hotlinemiami.com/,8,Singleplayer,Action,Indie,,,,,
house flipper,15,False,"House Flipper is a unique chance to become a one-man renovation crew. Buy, repair and remodel devastated houses. Give them a second life and sell them at a profit!","English, French, German, Italian, Spanish - Spain, Polish, Russian, Simplified Chinese, Czech, Japanese, Korean, Romanian, Turkish, Hungarian, Portuguese - Brazil, Traditional Chinese, Ukrainian, Greek, Dutch, Norwegian, Portuguese - Portugal, Spanish - Latin America",https://cdn.akamai.steamstatic.com/steam/apps/613100/header.jpg?t=1688043501,http://houseflippergame.com/,5,Singleplayer,Indie,Simulation,,,,,
how to survive,10,False,"“A real Gem” – Destructoid at E3 “Offers a different experience for zombie game veterans” – Co-Optimus“Has a lot more going for it than smashing brains and gory, red goo ... With a surprisingly deep crafting system” – GamesRadarYou're shipwrecked on an isolated island, a desperate castaway in a total freakshow world. How will you survive?","English, French, German, Italian, Spanish - Spain, Japanese, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/250400/header.jpg?t=1570016597,http://www.howtosurvivethegame.com,4,Multiplayer,Action,Adventure,RPG,,,,
human fall flat,18,False,"Human: Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online. Free new levels keep its vibrant community rewarded.","English, French, German, Spanish - Spain, Russian, Italian, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Thai, Turkish, Ukrainian, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/477160/header_alt_assets_1.jpg?t=1689952499,http://www.nobrakesgames.com/,6,Multiplayer,Adventure,Casual,Indie,Simulation,,,
hunt showdown,15,False,"Hunt: Showdown is a high-stakes, tactical PvPvE first-person shooter. Hunt for bounties in the infested Bayou, kill nightmarish monsters and outwit competing hunters - alone or in a group - with your glory, gear, and gold on the line.","English, French, German, Italian, Spanish - Spain, Russian, Simplified Chinese, Polish, Turkish, Japanese, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/594650/header_alt_assets_0.jpg?t=1688573408,https://www.huntshowdown.com/,7,Multiplayer,Action,,,,,,
idle champions of the forgotten realms,18,True,Idle Champions of the Forgotten Realms is a Dungeons &amp; Dragons strategy management game uniting characters from throughout the D&amp;D multiverse into a grand adventure.,"English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America",https://cdn.akamai.steamstatic.com/steam/apps/627690/header_alt_assets_23.jpg?t=1690388635,http://www.idlechampions.com,8,Singleplayer,Action,Adventure,Free to Play,Indie,Strategy,,
infestation survivor stories 2020,15,True,"Infestation is a Survival Horror MMO that immerses players in a zombie-infested, post-apocalyptic world in which a viral outbreak has decimated the human population leaving in its wake, a nightmare of epic proportion.","English, French, German, Simplified Chinese, Portuguese - Portugal, Russian, Spanish - Latin America, Thai, Traditional Chinese, Turkish, Portuguese - Brazil, Vietnameses ",https://cdn.akamai.steamstatic.com/steam/apps/226700/header.jpg?t=1620742073,https://www.playnewz.com/,8,Multiplayer,Action,Free to Play,Indie,Massively Multiplayer,RPG,,
infestation the new z,15,True,"The New Z is a FREE TO PLAY multi-game mode experience. SURVIVE with friends and gather loot, stash and trade. Go into wars against other groups in a massive OPEN WORLD or face them 5 v 5 in COMPETITIVE.","English, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Turkish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Polish, Vietnameses ",https://cdn.akamai.steamstatic.com/steam/apps/555570/header.jpg?t=1623420486,https://playnewz.com/,9,Multiplayer,Action,Free to Play,Indie,Massively Multiplayer,RPG,,
injustice gods among us ultimate edition,15,False,"Injustice: Gods Among Us Ultimate Edition enhances the bold new franchise to the fighting game genre from NetherRealm Studios. Featuring six new playable characters, over 30 new skins, and 60 new S.T.A.R. Labs missions, this edition packs a punch.","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/242700/header.jpg?t=1681921507,http://www.injustice.com,7,Multiplayer,Action,,,,,,
inscryption,15,False,"Inscryption is an inky black card-based odyssey that blends the deckbuilding roguelike, escape-room style puzzles, and psychological horror into a blood-laced smoothie. Darker still are the secrets inscrybed upon the cards...","English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Italian, Portuguese - Brazil, Traditional Chinese, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/1092790/header.jpg?t=1660265312,https://www.inscryption-game.com,9,Singleplayer,Adventure,Indie,Strategy,,,,
inside,10,False,"Hunted and alone, a boy finds himself drawn into the center of a dark project. INSIDE is a dark, narrative-driven platformer combining intense action with challenging puzzles. It has been critically acclaimed for its moody art style, ambient soundtrack and unsettling atmosphere.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/304430/header.jpg?t=1684943720,http://www.playdead.com/,8,Singleplayer,Action,Adventure,Indie,,,,
inside the backrooms,10,False,"Inside the Backrooms is a horror multiplayer game mixed with different mechanics that will make you spend an intense night with friends. Explore, think, interact, but be careful, it is rumored that there are several entities wishing to find you...","English, Spanish - Spain, French, Simplified Chinese, Russian, Germans ",https://cdn.akamai.steamstatic.com/steam/apps/1987080/header.jpg?t=1682575693,,6,Multiplayer,Adventure,Indie,Early Access,,,,
insurgency,18,False,"Take to the streets for intense close quarters combat, where a team's survival depends upon securing crucial strongholds and destroying enemy supply in this multiplayer and cooperative Source Engine based experience.","English, French, German, Dutch, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Spanish - Spain, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/222880/header.jpg?t=1610560212,https://www.newworldinteractive.com,6,Multiplayer,Action,Indie,Strategy,,,,
insurgency sandstorm,16,False,"Insurgency: Sandstorm is a team-based, tactical FPS based on lethal close quarters combat and objective-oriented multiplayer gameplay. Experience the intensity of modern combat where skill is rewarded, and teamwork wins the fight.","English, French, Italian, German, Simplified Chinese, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Korean, Danish, Finnish, Hungarian, Japanese, Norwegian, Dutch, Polish, Portuguese - Portugal, Portuguese - Brazil, Swedish, Czech, Thai, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/581320/header.jpg?t=1680256688,https://www.focus-home.com/games/insurgency-sandstorm,7,Multiplayer,Action,,,,,,
into the breach,15,False,Control powerful mechs from the future to defeat an alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game.,"English, French, German, Italian, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Arabic, Korean, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/590380/header.jpg?t=1658236736,,9,Singleplayer,Indie,RPG,Simulation,Strategy,,,
ironsight,15,True,"Online FPS game, near future background, Resource Warfare between Military Forces and PMC. More than 50 kinds of original weapons with customization option. Use Peripheral objects, Tactical drones, Active objects to experience dynamic warfare.","English, Korean, Japanese, Russian, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Turkish, Portuguese - Portugal, Polish, Swedishs ",https://cdn.akamai.steamstatic.com/steam/apps/783770/header.jpg?t=1687935699,,7,Multiplayer,Action,Free to Play,,,,,
it takes two,10,False,Embark on the craziest journey of your life in It Takes Two. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges. Winner of GAME OF THE YEAR at the Game Awards 2021.,"English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1426210/header.jpg?t=1679951279,https://www.ea.com/games/it-takes-two,9,Multiplayer,Action,Adventure,,,,,
jotun valhalla edition,15,False,"Jotun is a hand-drawn action-exploration game set in Norse mythology. In Jotun, you play Thora, a Viking warrior who died an inglorious death and must prove herself to the Gods to enter Valhalla. Impress the Gods!","English, French, German, Italian, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Icelandics ",https://cdn.akamai.steamstatic.com/steam/apps/323580/header.jpg?t=1683299651,https://thunderlotusgames.com/,7,Singleplayer,Action,Adventure,Indie,,,,
jump force,15,False,"Create your own avatar to fight alongside the most powerful Manga heroes in an original Story Mode, or head to the Online Lobby to challenge other players and discover lots of modes and activities.","English, French, German, Italian, Spanish - Spain, Arabic, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/816020/header.jpg?t=1644281556,https://www.bandainamcoent.com/games/jump-force,4,Multiplayer,Action,,,,,,
jurassic world evolution,15,False,"Place yourself at the heart of the Jurassic franchise and build your own Jurassic World. Bioengineer dinosaurs that think, feel and react intelligently to the world around them and face threats posed by espionage, breakouts and devastating tropical storms in an uncertain world where life always finds a way.","English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Italian, Korean, Spanish - Latin Americas ",https://cdn.akamai.steamstatic.com/steam/apps/648350/header.jpg?t=1667390336,http://www.jurassicworldevolutiongame.com,5,Singleplayer,Simulation,Strategy,,,,,
just cause,15,False,Your world...Your rules!,English,https://cdn.akamai.steamstatic.com/steam/apps/6880/header.jpg?t=1625576276,http://www.eidosinteractive.co.uk/gss/justcause/,6,Singleplayer,Action,,,,,,
just cause  3,18,False,"With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.","English, French, German, Italian, Spanish - Spain, Arabic, Polish, Portuguese - Brazil, Russian, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/225540/header.jpg?t=1660137906,https://justcause.com/,6,Singleplayer,Action,Adventure,,,,,
just cause 2,10,False,Dive into an adrenaline-fuelled free-roaming adventure with 400 square miles of rugged terrain and hundreds of weapons and vehicles.,"English, French, German, Italian, Spanish - Spain, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/8190/header.jpg?t=1660140289,http://www.justcause.com/,8,Singleplayer,Action,Adventure,,,,,
just cause 2 multiplayer mod,18,True,"JC2-MP is a project to bring multiplayer to Just Cause 2 in all of its magnificent glory. Imagine the chaos of normal Just Cause 2, then extending it out to dozens, hundreds, and even thousands of players.","English, French, German, Italian, Spanish - Spain, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/259080/header.jpg?t=1572375602,http://www.jc-mp.com,7,Multiplayer,Action,Adventure,,,,,
just survive,10,False,Just Survive is a post-apocalyptic survival game that immerses you in a world where humanity is fighting to take back control from the zombie hordes.,English,https://cdn.akamai.steamstatic.com/steam/apps/295110/header.jpg?t=1540317442,https://www.justsurvive.com,8,Multiplayer,Action,Adventure,Massively Multiplayer,,,,
kards  the ww2 card game,10,True,"KARDS, The World War II Card Game, combines traditional CCG gameplay with innovative mechanics inspired by classic strategy games and real battlefield tactics. Take command and challenge other players in grand-scale warfare on the ground, air, or seas.","English, French, German, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Spanish - Spain, Portuguese - Portugal, Spanish - Latin America, Traditional Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/544810/header.jpg?t=1690278923,https://www.kards.com/,7,Multiplayer,Casual,Free to Play,Indie,Strategy,,,
katana zero,15,False,"Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display.","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/460950/header.jpg?t=1666986801,http://www.katanazero.com/,8,Singleplayer,Action,Indie,,,,,
kathy rain,15,False,"Set in the '90s, Kathy Rain tells the story of a strong-willed journalism major who has to come to terms with her troubled past as she investigates the mysterious death of her recently deceased grandfather.","English, French, German, Italian, Spanish - Spain, Polishs ",https://cdn.akamai.steamstatic.com/steam/apps/370910/header.jpg?t=1674054760,http://kathyraingame.com,7,Singleplayer,Adventure,Indie,,,,,
kenshi,10,False,"A free-roaming squad based RPG. Focusing on open-ended sandbox gameplay features rather than a linear story. Be a trader, a thief, a rebel, a warlord, an adventurer, a farmer, a slave, or just food for the cannibals. Train your men up from puny victims to master warriors.","English, Spanish - Spain, Portuguese - Brazil, Japanese, German, Russian, French, Simplified Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/233860/header.jpg?t=1677606321,http://www.lofigames.com,6,Singleplayer,Action,Indie,RPG,Simulation,Strategy,,
kerbal space program,15,False,"In Kerbal Space Program, take charge of the space program for the alien race known as the Kerbals. You have access to an array of parts to assemble fully-functional spacecraft that flies (or doesn’t) based on realistic aerodynamic and orbital physics.","English, Spanish - Spain, Simplified Chinese, Japanese, Russian, French, Italian, German, Portuguese - Brazil",https://cdn.akamai.steamstatic.com/steam/apps/220200/header.jpg?t=1663603925,https://kerbalspaceprogram.com/,8,Singleplayer,Indie,Simulation,,,,,
kholat,18,False,The most terrifying journey of your life set in the beautiful winter scenery of the Ural Mountains. Uncover the horrific mystery behind the Dyatlov Pass Incident. Narrated by the famous Sean Bean.,"English, French, German, Polish, Russian, Spanish - Spain, Czech, Hungarian, Portuguese - Portugal, Italian, Turkish, Japanese, Simplified Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/343710/header.jpg?t=1589292099,http://kholat.com,4,Singleplayer,Adventure,Indie,,,,,
killer is dead  nightmare edition,18,False,"Get ready for some seriously stylish action from renowned designer SUDA51. In this exclusive version for PC, players will be slicing, dicing, and shooting as the suave executioner Mondo Zappa. Prepare for the thrill of love and kill in KILLER IS DEAD!","English, French, German, Italian, Spanish - Spain, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/261110/header.jpg?t=1571663507,http://www.loveandkill.com,7,Singleplayer,Action,,,,,,
killing floor,15,False,"6-player co-op survival horror at its finest! Free updates, free special events and a ridiculous amount of fun!","English, French, German, Italian, Spanish - Spain, Hungarian, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/1250/header.jpg?t=1669910553,http://www.killingfloorthegame.com,6,Multiplayer,Action,,,,,,
killing floor 2,15,False,"6-player co-op Zed-slaughtering mayhem. And now, 12-player Versus Survival mode, too - now you can BE the Zeds!","English, French, German, Italian, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Japanese, Simplified Chinese, Korean, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/232090/header.jpg?t=1686075808,http://www.killingfloor2.com,6,Multiplayer,Action,,,,,,
kingdom classic,10,True,"Kingdom is a 2D sidescrolling strategy/resource management hybrid with a minimalist feel wrapped in a beautiful, modern pixel art aesthetic.","English, French, German, Italian, Spanish - Spain, Danish, Finnish, Norwegian, Portuguese - Brazil, Swedish",https://cdn.akamai.steamstatic.com/steam/apps/368230/header.jpg?t=1674055442,http://kingdomthegame.com,6,Singleplayer,Indie,Simulation,Strategy,,,,
kingdom come deliverance,18,False,"Story-driven open-world RPG that immerses you in an epic adventure in the Holy Roman Empire. Avenge your parents' death as you battle invading forces, go on game-changing quests, and make influential choices. Explore castles, forests, villages and other realistic settings in medieval Bohemia!","English, French, German, Spanish - Spain, Czech, Polish, Russian, Italian, Simplified Chinese, Turkish, Korean, Ukrainian, Portuguese - Brazil, Portuguese - Portugal, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/379430/header.jpg?t=1676294999,https://www.kingdomcomerpg.com,6,Singleplayer,Action,Adventure,RPG,,,,
kingdom two crowns,15,False,"In Kingdom Two Crowns, players must work in the brand-new solo or co-op campaign mode to build their kingdom and secure it from the threat of the Greed. Experience new technology, units, enemies, mounts, and secrets in the next evolution of the award-winning micro strategy franchise!","English, Italian, German, Spanish - Spain, Japanese, Korean, Russian, French, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",https://cdn.akamai.steamstatic.com/steam/apps/701160/header.jpg?t=1678984436,http://www.kingdomthegame.com/,6,Multiplayer,Adventure,Indie,Simulation,Strategy,,,
kingdoms and castles,10,False,"Kingdoms and Castles is a city-building simulation game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle. Make trade agreements, alliance, and war with neighboring AI controlled kingdoms. Each villager and resource is individually simulated.","English, German, French, Simplified Chinese, Traditional Chinese, Dutch, Portuguese - Brazil, Italian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Ukrainian, Swedish, Turkish, Spanish - Latin America",https://cdn.akamai.steamstatic.com/steam/apps/569480/header_alt_assets_7.jpg?t=1686933738,http://kingdomsandcastles.com/,9,Singleplayer,Indie,Simulation,Strategy,,,,
kingdoms of amalur reckoning ,15,False,"The minds of New York Times bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston have combined to create Kingdoms of Amalur: Reckoning, a new role-playing game set in a world worth saving.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/102500/header.jpg?t=1628191773,http://www.ea.com/kingdoms-of-amalur-reckoning,7,Singleplayer,Action,RPG,,,,,
knight online,18,True,The Great Battle between Karus and El Morad has arrived to Steam! Pledge allegiance to one of the Nations and put your skills to the test in one of the best PvP system in the MMORPG universe!,"English, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/389430/header.jpg?t=1646706116,http://www.nttgameonline.com/knight/,8,Multiplayer,Action,Adventure,Free to Play,Massively Multiplayer,RPG,,
knights and merchants,10,False,"KNIGHTS and MERCHANTS recreates the era of the Middle Ages. Apart from the purely fictitious geography of our world, all game elements and scenes are based on the Anglo-Saxon period, 1200 A.D. And we haven't used imaginary elements like fabled creatures, either. The player takes on the role of an ordinary captain in the Palace Guard.","English, French, German, Spanish - Spain, Dutch, Hungarian, Polish, Russian, Czechs ",https://cdn.akamai.steamstatic.com/steam/apps/253900/header.jpg?t=1597837870,http://replaynow.topware.com/en/knights-and-merchants-tpr-and-tsk.html,6,Multiplayer,Simulation,Strategy,,,,,
knockout city ,10,False,"Team up and duke it out with rival Crews in Knockout City™, where EPIC DODGEBALL BATTLES settle the score in team-based multiplayer matches. Throw, catch, pass, dodge, and tackle your way to dodgeball dominance!","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1301210/header.jpg?t=1686052895,https://www.knockoutcity.com/,7,Multiplayer,Action,Adventure,Free to Play,Indie,Sports,,
krunker,15,True,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.","English, German, Spanish - Spain, Korean, Portuguese - Portugal, Japanese, French, Simplified Chinese, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/1408720/header.jpg?t=1667820978,https://krunker.io,8,Multiplayer,Action,Casual,Free to Play,,,,
kurtzpel,15,True,"&quot;KurtzPel is an anime-styled, action battle game from a third-person perspective. Players can battle it out in both PvP and PvE mission-based battle modes with massive boss monsters. Players utilize Karmas (the method used to indicate weapon and class types) when charging into battle. Each character gets to use two types of Karmas.","English, Korean, Spanish - Latin America, Portuguese - Brazil, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Vietnamese, Traditional Chinese, Turkish, Portuguese - Portugal, Japanese, Thai, Polish, Hungarians ",https://cdn.akamai.steamstatic.com/steam/apps/844870/header.jpg?t=1685588363,https://www.kurtzpel.com,9,Multiplayer,Action,Free to Play,Early Access,,,,
l.a. noire,10,False,L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. This complete edition of L.A. Noire includes the complete original game and all previously released downloadable content.,"English, French, German, Italian, Russian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/110800/header.jpg?t=1648581040,http://www.rockstargames.com/lanoire/agegate/ref/?redirect=,8,Singleplayer,Adventure,Strategy,,,,,
last epoch,18,False,"Uncover the Past, Reforge the Future. Ascend into one of 15 mastery classes and explore dangerous dungeons, hunt epic loot, craft legendary weapons, and wield the power of over a hundred transformative skill trees. Last Epoch is being developed by a team of passionate Action RPG enthusiasts.",English,https://cdn.akamai.steamstatic.com/steam/apps/899770/header.jpg?t=1685384047,https://lastepoch.com/,7,Multiplayer,Action,Adventure,Indie,RPG,Early Access,,
last man standing,10,False,"The Ultimate BATTLE ROYALE! Sharpen your skills and kill everyone in your way as you hunt for guns, gear and glory in a massive battlefield where only ONE can be crowned the LAST MAN STANDING. Earn cash prizes in a monthly competitions,",English,https://cdn.akamai.steamstatic.com/steam/apps/506540/header.jpg?t=1545343216,http://www.playlms.com,9,Multiplayer,Action,Adventure,Free to Play,Indie,Massively Multiplayer,Strategy,
